0 20 1.134500000 0.004022680 0.000045404
0 20 1.180806122 0.005229208 0.000061255
0 20 1.227112245 0.006763236 0.000072935
0 20 1.273418367 0.008656385 0.000086179
0 20 1.319724490 0.011344415 0.000108381
0 20 1.366030612 0.014099951 0.000138808
0 20 1.412336735 0.017563580 0.000163211
0 20 1.458642857 0.022177460 0.000208398
0 20 1.504948980 0.026863216 0.000244504
0 20 1.551255102 0.033700517 0.000281126
0 20 1.597561224 0.043660142 0.000419890
0 20 1.643867347 0.051214297 0.000455745
0 20 1.690173469 0.067194984 0.000673864
0 20 1.736479592 0.080235478 0.000733661
0 20 1.782785714 0.102764199 0.000979469
0 20 1.829091837 0.130075086 0.001303951
0 20 1.875397959 0.173754781 0.001812562
0 20 1.921704082 0.229216873 0.002581404
0 20 1.968010204 0.301124002 0.003285918
0 20 2.014316327 0.413531258 0.005065236
0 20 2.060622449 0.563449274 0.007523178
0 20 2.106928571 1.074963044 0.016177638
0 20 2.153234694 1.824980367 0.035598219
0 20 2.199540816 2.970830809 0.041747211
0 20 2.245846939 4.643532819 0.053650734
0 20 2.292153061 7.096491359 0.053568878
0 20 2.338459184 9.312043481 0.048315358
0 20 2.384765306 8.762170241 0.039791216
0 20 2.431071429 8.088918599 0.036247257
0 20 2.477377551 7.021861007 0.033035649
0 20 2.523683673 5.877360282 0.029895007
0 20 2.569989796 4.832528570 0.026895902
0 20 2.616295918 4.290090355 0.025122060
0 20 2.662602041 3.503388510 0.021461061
0 20 2.708908163 2.952620520 0.018344407
0 20 2.755214286 2.496202755 0.016425571
0 20 2.801520408 2.233666601 0.014472358
0 20 2.847826531 1.914200175 0.012127552
0 20 2.894132653 1.748475504 0.012163010
0 20 2.940438776 1.456000803 0.010473389
0 20 2.986744898 1.443616441 0.009430589
0 20 3.033051020 1.315982827 0.009120988
0 20 3.079357143 1.174520010 0.008407815
0 20 3.125663265 1.086836105 0.007973028
0 20 3.171969388 1.010031746 0.007265929
