0 20 0.500000000 1.000000000 0.000000000
0 20 0.571428571 0.999994000 0.000001654
0 20 0.642857143 0.999989500 0.000002237
0 20 0.714285714 0.999969000 0.000004060
0 20 0.785714286 0.999938000 0.000005709
0 20 0.857142857 0.999799500 0.000010059
0 20 0.928571429 0.999580000 0.000015437
0 20 1.000000000 0.999238000 0.000020734
0 20 1.071428571 0.998719000 0.000027607
0 20 1.142857143 0.997809000 0.000034613
0 20 1.214285714 0.996728500 0.000042855
0 20 1.285714286 0.995215000 0.000052067
0 20 1.357142857 0.992877500 0.000071832
0 20 1.428571429 0.990238000 0.000082160
0 20 1.500000000 0.986913000 0.000098947
0 20 1.571428571 0.981793000 0.000123288
0 20 1.642857143 0.976236000 0.000147047
0 20 1.714285714 0.968884500 0.000171280
0 20 1.785714286 0.959118500 0.000212520
0 20 1.857142857 0.946741500 0.000256639
0 20 1.928571429 0.931200000 0.000336631
0 20 2.000000000 0.910270000 0.000483941
0 20 2.071428571 0.884213000 0.000532191
0 20 2.142857143 0.841165000 0.000936165
0 20 2.214285714 0.762066000 0.001537554
0 20 2.285714286 0.680302000 0.001900066
0 20 2.357142857 0.540123500 0.002240813
0 20 2.428571429 0.425164000 0.002210738
0 20 2.500000000 0.294655500 0.001875586
0 20 2.571428571 0.255629000 0.001700967
0 20 2.642857143 0.218162000 0.001494330
0 20 2.714285714 0.196734000 0.001363699
0 20 2.785714286 0.167711000 0.001207719
0 20 2.857142857 0.161673000 0.001201697
0 20 2.928571429 0.144561500 0.001084955
0 20 3.000000000 0.136026500 0.001072256
0 20 3.071428571 0.127527500 0.000935186
0 20 3.142857143 0.118400500 0.000870350
0 20 3.214285714 0.116770500 0.000895466
0 20 3.285714286 0.111688000 0.000869833
0 20 3.357142857 0.106971000 0.000775802
0 20 3.428571429 0.099874500 0.000749285
0 20 3.500000000 0.101465500 0.000780927
0 20 3.571428571 0.094596500 0.000706561
0 20 3.642857143 0.094272000 0.000721769
0 20 3.714285714 0.090795500 0.000672681
0 20 3.785714286 0.087158000 0.000633200
0 20 3.857142857 0.084518500 0.000639092
0 20 3.928571429 0.083968500 0.000628269
0 20 4.000000000 0.084599000 0.000616368
