# L= 70 , T= 1.500000000 
1 -3400 -158
2 -4888 -176
3 -5520 -158
4 -6044 -156
5 -6300 -164
6 -6772 -198
7 -7048 -244
8 -7072 -246
9 -7104 -152
10 -7292 -128
11 -7356 -86
12 -7424 32
13 -7416 86
14 -7520 106
15 -7552 70
16 -7660 104
17 -7792 88
18 -7928 188
19 -8012 166
20 -8092 156
21 -8060 182
22 -8040 174
23 -8000 168
24 -7976 92
25 -7996 14
26 -8028 112
27 -8056 62
28 -8096 76
29 -8180 110
30 -8140 88
31 -8168 24
32 -8176 46
33 -8292 18
34 -8256 60
35 -8240 48
36 -8260 66
37 -8284 122
38 -8332 94
39 -8332 120
40 -8380 122
41 -8300 154
42 -8336 194
43 -8320 128
44 -8276 182
45 -8308 176
46 -8352 222
47 -8264 278
48 -8356 242
49 -8436 210
50 -8444 226
51 -8388 302
52 -8428 308
53 -8360 262
54 -8396 262
55 -8508 348
56 -8496 402
57 -8496 356
58 -8408 326
59 -8464 374
60 -8492 372
61 -8456 380
62 -8488 420
63 -8540 470
64 -8428 432
65 -8540 456
66 -8544 528
67 -8560 520
68 -8504 512
69 -8596 478
70 -8548 498
71 -8628 528
72 -8576 560
73 -8660 594
74 -8648 662
75 -8640 654
76 -8660 722
77 -8652 758
78 -8764 802
79 -8752 814
80 -8764 794
81 -8788 850
82 -8784 836
83 -8772 812
84 -8788 800
85 -8792 812
86 -8812 798
87 -8816 824
88 -8796 840
89 -8856 806
90 -8864 810
91 -8808 782
92 -8872 812
93 -8864 838
94 -8876 892
95 -8860 814
96 -8892 850
97 -8788 820
98 -8828 790
99 -8880 842
100 -8916 844
101 -8956 808
102 -8940 798
103 -8932 780
104 -8864 794
105 -8932 752
106 -8884 794
107 -8932 750
108 -8876 742
109 -8920 762
110 -8896 742
111 -8924 710
112 -8916 672
113 -8868 664
114 -8916 640
115 -8964 650
116 -8884 634
117 -8844 656
118 -8888 630
119 -8868 584
120 -8876 578
121 -8844 580
122 -8884 626
123 -8912 596
124 -8876 620
125 -8916 572
126 -8896 554
127 -8912 516
128 -8840 480
129 -8764 450
130 -8816 458
131 -8912 442
132 -8936 400
133 -8888 418
134 -8856 442
